Moves,Pokemon,Type,Category,estPower
Toxic,Conkeldurr,Poison,Status,0.0
Bulk Up,Conkeldurr,Fighting,Status,0.0
Hidden Power,Conkeldurr,Normal,Special,60.0
Sunny Day,Conkeldurr,Fire,Status,0.0
Taunt,Conkeldurr,Dark,Status,0.0
Hyper Beam,Conkeldurr,Normal,Special,135.0
Protect,Conkeldurr,Normal,Status,0.0
Rain Dance,Conkeldurr,Water,Status,0.0
Frustration,Conkeldurr,Normal,Physical,0.0
Smack Down,Conkeldurr,Rock,Physical,50.0
Earthquake,Conkeldurr,Ground,Physical,100.0
Return,Conkeldurr,Normal,Physical,0.0
Brick Break,Conkeldurr,Fighting,Physical,75.0
Double Team,Conkeldurr,Normal,Status,0.0
Rock Tomb,Conkeldurr,Rock,Physical,57.0
Facade,Conkeldurr,Normal,Physical,70.0
Rest,Conkeldurr,Psychic,Status,0.0
Attract,Conkeldurr,Normal,Status,0.0
Low Sweep,Conkeldurr,Fighting,Physical,65.0
Round,Conkeldurr,Normal,Special,60.0
Focus Blast,Conkeldurr,Fighting,Special,84.0
Fling,Conkeldurr,Dark,Physical,0.0
Brutal Swing,Conkeldurr,Dark,Physical,60.0
Payback,Conkeldurr,Dark,Physical,50.0
Giga Impact,Conkeldurr,Normal,Physical,135.0
Stone Edge,Conkeldurr,Rock,Physical,80.0
Bulldoze,Conkeldurr,Ground,Physical,60.0
Rock Slide,Conkeldurr,Rock,Physical,67.5
Poison Jab,Conkeldurr,Poison,Physical,80.0
Grass Knot,Conkeldurr,Grass,Special,0.0
Swagger,Conkeldurr,Normal,Status,0.0
Sleep Talk,Conkeldurr,Normal,Status,0.0
Substitute,Conkeldurr,Normal,Status,0.0
Confide,Conkeldurr,Normal,Status,0.0
Dig,Conkeldurr,Ground,Physical,80.0
Retaliate,Conkeldurr,Normal,Physical,70.0
Rock Smash,Conkeldurr,Fighting,Physical,40.0
Secret Power,Conkeldurr,Normal,Physical,70.0
Strength,Conkeldurr,Normal,Physical,80.0
Bubble,Tympole,Water,Special,40.0
Growl,Tympole,Normal,Status,0.0
Supersonic,Tympole,Normal,Status,0.0
Round,Tympole,Normal,Special,60.0
Bubble Beam,Tympole,Water,Special,65.0
Mud Shot,Tympole,Ground,Special,52.25
Aqua Ring,Tympole,Water,Status,0.0
Uproar,Tympole,Normal,Special,90.0
Muddy Water,Tympole,Water,Special,76.5
Rain Dance,Tympole,Water,Status,0.0
Flail,Tympole,Normal,Physical,0.0
Echoed Voice,Tympole,Normal,Special,40.0
Hydro Pump,Tympole,Water,Special,88.0
Hyper Voice,Tympole,Normal,Special,90.0
After You,Tympole,Normal,Status,0.0
Earth Power,Tympole,Ground,Special,90.0
Mist,Tympole,Ice,Status,0.0
Mud Bomb,Tympole,Ground,Special,55.25
Mud Sport,Tympole,Ground,Status,0.0
Refresh,Tympole,Normal,Status,0.0
Sleep Talk,Tympole,Normal,Status,0.0
Snore,Tympole,Normal,Special,50.0
Water Pulse,Tympole,Water,Special,60.0
After You,Tympole,Normal,Status,0.0
Bounce,Tympole,Flying,Physical,72.25
Earth Power,Tympole,Ground,Special,90.0
Endeavor,Tympole,Normal,Physical,0.0
Hyper Voice,Tympole,Normal,Special,90.0
Icy Wind,Tympole,Ice,Special,52.25
Snore,Tympole,Normal,Special,50.0
Uproar,Tympole,Normal,Special,90.0
Water Pulse,Tympole,Water,Special,60.0
Toxic,Tympole,Poison,Status,0.0
Hail,Tympole,Ice,Status,0.0
Hidden Power,Tympole,Normal,Special,60.0
Protect,Tympole,Normal,Status,0.0
Rain Dance,Tympole,Water,Status,0.0
Frustration,Tympole,Normal,Physical,0.0
Return,Tympole,Normal,Physical,0.0
Double Team,Tympole,Normal,Status,0.0
Sludge Wave,Tympole,Poison,Special,95.0
Sludge Bomb,Tympole,Poison,Special,90.0
Facade,Tympole,Normal,Physical,70.0
Rest,Tympole,Psychic,Status,0.0
Attract,Tympole,Normal,Status,0.0
Round,Tympole,Normal,Special,60.0
Echoed Voice,Tympole,Normal,Special,40.0
Scald,Tympole,Water,Special,80.0
Infestation,Tympole,Bug,Special,20.0
Swagger,Tympole,Normal,Status,0.0
Sleep Talk,Tympole,Normal,Status,0.0
Substitute,Tympole,Normal,Status,0.0
Surf,Tympole,Water,Special,90.0
Confide,Tympole,Normal,Status,0.0
Secret Power,Tympole,Normal,Physical,70.0
Bubble,Palpitoad,Water,Special,40.0
Growl,Palpitoad,Normal,Status,0.0
Round,Palpitoad,Normal,Special,60.0
Supersonic,Palpitoad,Normal,Status,0.0
Supersonic,Palpitoad,Normal,Status,0.0
Round,Palpitoad,Normal,Special,60.0
Bubble Beam,Palpitoad,Water,Special,65.0
Mud Shot,Palpitoad,Ground,Special,52.25
Aqua Ring,Palpitoad,Water,Status,0.0
Uproar,Palpitoad,Normal,Special,90.0
Muddy Water,Palpitoad,Water,Special,76.5
Rain Dance,Palpitoad,Water,Status,0.0
Flail,Palpitoad,Normal,Physical,0.0
Echoed Voice,Palpitoad,Normal,Special,40.0
Hydro Pump,Palpitoad,Water,Special,88.0
Hyper Voice,Palpitoad,Normal,Special,90.0
After You,Palpitoad,Normal,Status,0.0
Earth Power,Palpitoad,Ground,Special,90.0
Mist,Palpitoad,Ice,Status,0.0
Mud Bomb,Palpitoad,Ground,Special,55.25
Mud Sport,Palpitoad,Ground,Status,0.0
Refresh,Palpitoad,Normal,Status,0.0
Sleep Talk,Palpitoad,Normal,Status,0.0
Snore,Palpitoad,Normal,Special,50.0
Water Pulse,Palpitoad,Water,Special,60.0
After You,Palpitoad,Normal,Status,0.0
Bounce,Palpitoad,Flying,Physical,72.25
Earth Power,Palpitoad,Ground,Special,90.0
Endeavor,Palpitoad,Normal,Physical,0.0
Focus Punch,Palpitoad,Fighting,Physical,150.0
Gastro Acid,Palpitoad,Poison,Status,0.0
Hyper Voice,Palpitoad,Normal,Special,90.0
Icy Wind,Palpitoad,Ice,Special,52.25
Snore,Palpitoad,Normal,Special,50.0
Stealth Rock,Palpitoad,Rock,Status,0.0
Uproar,Palpitoad,Normal,Special,90.0
Water Pulse,Palpitoad,Water,Special,60.0
Toxic,Palpitoad,Poison,Status,0.0
Hail,Palpitoad,Ice,Status,0.0
Hidden Power,Palpitoad,Normal,Special,60.0
Protect,Palpitoad,Normal,Status,0.0
Rain Dance,Palpitoad,Water,Status,0.0
Frustration,Palpitoad,Normal,Physical,0.0
Return,Palpitoad,Normal,Physical,0.0
Double Team,Palpitoad,Normal,Status,0.0
Sludge Wave,Palpitoad,Poison,Special,95.0
Sludge Bomb,Palpitoad,Poison,Special,90.0
Facade,Palpitoad,Normal,Physical,70.0
Rest,Palpitoad,Psychic,Status,0.0
Attract,Palpitoad,Normal,Status,0.0
Round,Palpitoad,Normal,Special,60.0
Echoed Voice,Palpitoad,Normal,Special,40.0
Scald,Palpitoad,Water,Special,80.0
Bulldoze,Palpitoad,Ground,Physical,60.0
Infestation,Palpitoad,Bug,Special,20.0
Swagger,Palpitoad,Normal,Status,0.0
Sleep Talk,Palpitoad,Normal,Status,0.0
Substitute,Palpitoad,Normal,Status,0.0
Surf,Palpitoad,Water,Special,90.0
Confide,Palpitoad,Normal,Status,0.0
Rock Smash,Palpitoad,Fighting,Physical,40.0
Secret Power,Palpitoad,Normal,Physical,70.0
Acid,Seismitoad,Poison,Special,40.0
Bubble,Seismitoad,Water,Special,40.0
Growl,Seismitoad,Normal,Status,0.0
Round,Seismitoad,Normal,Special,60.0
Supersonic,Seismitoad,Normal,Status,0.0
Supersonic,Seismitoad,Normal,Status,0.0
Round,Seismitoad,Normal,Special,60.0
Bubble Beam,Seismitoad,Water,Special,65.0
Mud Shot,Seismitoad,Ground,Special,52.25
Aqua Ring,Seismitoad,Water,Status,0.0
Uproar,Seismitoad,Normal,Special,90.0
Muddy Water,Seismitoad,Water,Special,76.5
Rain Dance,Seismitoad,Water,Status,0.0
Flail,Seismitoad,Normal,Physical,0.0
Drain Punch,Seismitoad,Fighting,Physical,75.0
Echoed Voice,Seismitoad,Normal,Special,40.0
Hydro Pump,Seismitoad,Water,Special,88.0
Hyper Voice,Seismitoad,Normal,Special,90.0
After You,Seismitoad,Normal,Status,0.0
Earth Power,Seismitoad,Ground,Special,90.0
Mist,Seismitoad,Ice,Status,0.0
Mud Bomb,Seismitoad,Ground,Special,55.25
Mud Sport,Seismitoad,Ground,Status,0.0
Refresh,Seismitoad,Normal,Status,0.0
Sleep Talk,Seismitoad,Normal,Status,0.0
Snore,Seismitoad,Normal,Special,50.0
Water Pulse,Seismitoad,Water,Special,60.0
After You,Seismitoad,Normal,Status,0.0
Bounce,Seismitoad,Flying,Physical,72.25
Drain Punch,Seismitoad,Fighting,Physical,75.0
Earth Power,Seismitoad,Ground,Special,90.0
Endeavor,Seismitoad,Normal,Physical,0.0
Focus Punch,Seismitoad,Fighting,Physical,150.0
Gastro Acid,Seismitoad,Poison,Status,0.0
Hyper Voice,Seismitoad,Normal,Special,90.0
Ice Punch,Seismitoad,Ice,Physical,75.0
Icy Wind,Seismitoad,Ice,Special,52.25
Knock Off,Seismitoad,Dark,Physical,65.0
Low Kick,Seismitoad,Fighting,Physical,0.0
Snore,Seismitoad,Normal,Special,50.0
Stealth Rock,Seismitoad,Rock,Status,0.0
Stomping Tantrum,Seismitoad,Ground,Physical,75.0
Uproar,Seismitoad,Normal,Special,90.0
Water Pulse,Seismitoad,Water,Special,60.0
Toxic,Seismitoad,Poison,Status,0.0
Hail,Seismitoad,Ice,Status,0.0
Venoshock,Seismitoad,Poison,Special,65.0
Hidden Power,Seismitoad,Normal,Special,60.0
Hyper Beam,Seismitoad,Normal,Special,135.0
Protect,Seismitoad,Normal,Status,0.0
Rain Dance,Seismitoad,Water,Status,0.0
Frustration,Seismitoad,Normal,Physical,0.0
Earthquake,Seismitoad,Ground,Physical,100.0
Return,Seismitoad,Normal,Physical,0.0
Brick Break,Seismitoad,Fighting,Physical,75.0
Double Team,Seismitoad,Normal,Status,0.0
Sludge Wave,Seismitoad,Poison,Special,95.0
Sludge Bomb,Seismitoad,Poison,Special,90.0
Rock Tomb,Seismitoad,Rock,Physical,57.0
Facade,Seismitoad,Normal,Physical,70.0
Rest,Seismitoad,Psychic,Status,0.0
Attract,Seismitoad,Normal,Status,0.0
Round,Seismitoad,Normal,Special,60.0
Echoed Voice,Seismitoad,Normal,Special,40.0
Focus Blast,Seismitoad,Fighting,Special,84.0
Scald,Seismitoad,Water,Special,80.0
Fling,Seismitoad,Dark,Physical,0.0
Payback,Seismitoad,Dark,Physical,50.0
Giga Impact,Seismitoad,Normal,Physical,135.0
Bulldoze,Seismitoad,Ground,Physical,60.0
Rock Slide,Seismitoad,Rock,Physical,67.5
Infestation,Seismitoad,Bug,Special,20.0
Poison Jab,Seismitoad,Poison,Physical,80.0
Grass Knot,Seismitoad,Grass,Special,0.0
Swagger,Seismitoad,Normal,Status,0.0
Sleep Talk,Seismitoad,Normal,Status,0.0
Substitute,Seismitoad,Normal,Status,0.0
Surf,Seismitoad,Water,Special,90.0
Confide,Seismitoad,Normal,Status,0.0
Dig,Seismitoad,Ground,Physical,80.0
Power-Up Punch,Seismitoad,Fighting,Physical,40.0
Rock Smash,Seismitoad,Fighting,Physical,40.0
Secret Power,Seismitoad,Normal,Physical,70.0
Strength,Seismitoad,Normal,Physical,80.0
Bide,Throh,Normal,Physical,0.0
Bind,Throh,Normal,Physical,12.75
Focus Energy,Throh,Normal,Status,0.0
Leer,Throh,Normal,Status,0.0
Mat Block,Throh,Fighting,Status,0.0
Seismic Toss,Throh,Fighting,Physical,0.0
Vital Throw,Throh,Fighting,Physical,70.0
Revenge,Throh,Fighting,Physical,60.0
Storm Throw,Throh,Fighting,Physical,60.0
Body Slam,Throh,Normal,Physical,85.0
Bulk Up,Throh,Fighting,Status,0.0
Circle Throw,Throh,Fighting,Physical,54.0
Endure,Throh,Normal,Status,0.0
Wide Guard,Throh,Rock,Status,0.0
Superpower,Throh,Fighting,Physical,120.0
Reversal,Throh,Fighting,Physical,0.0
Bind,Throh,Normal,Physical,12.75
Superpower,Throh,Fighting,Physical,120.0
Bulk Up,Throh,Fighting,Status,0.0
Bide,Sawk,Normal,Physical,0.0
Focus Energy,Sawk,Normal,Status,0.0
Leer,Sawk,Normal,Status,0.0
Rock Smash,Sawk,Fighting,Physical,40.0
Double Kick,Sawk,Fighting,Physical,30.0
Low Sweep,Sawk,Fighting,Physical,65.0
Counter,Sawk,Fighting,Physical,0.0
Karate Chop,Sawk,Fighting,Physical,50.0
Brick Break,Sawk,Fighting,Physical,75.0
Bulk Up,Sawk,Fighting,Status,0.0
Retaliate,Sawk,Normal,Physical,70.0
Endure,Sawk,Normal,Status,0.0
Quick Guard,Sawk,Fighting,Status,0.0
Close Combat,Sawk,Fighting,Physical,120.0
Reversal,Sawk,Fighting,Physical,0.0
Bulk Up,Sawk,Fighting,Status,0.0
Brick Break,Sawk,Fighting,Physical,75.0
Low Sweep,Sawk,Fighting,Physical,65.0
String Shot,Sewaddle,Bug,Status,0.0
Tackle,Sewaddle,Normal,Physical,40.0
Bug Bite,Sewaddle,Bug,Physical,60.0
Razor Leaf,Sewaddle,Grass,Physical,52.25
Struggle Bug,Sewaddle,Bug,Special,50.0
Endure,Sewaddle,Normal,Status,0.0
Sticky Web,Sewaddle,Bug,Status,0.0
Bug Buzz,Sewaddle,Bug,Special,90.0
Flail,Sewaddle,Normal,Physical,0.0
Agility,Sewaddle,Psychic,Status,0.0
Air Slash,Sewaddle,Flying,Special,71.25
Baton Pass,Sewaddle,Normal,Status,0.0
Camouflage,Sewaddle,Normal,Status,0.0
Me First,Sewaddle,Normal,Status,0.0
Mind Reader,Sewaddle,Normal,Status,0.0
Razor Wind,Sewaddle,Normal,Special,80.0
Screech,Sewaddle,Normal,Status,0.0
Silver Wind,Sewaddle,Bug,Special,60.0
Bug Bite,Sewaddle,Bug,Physical,60.0
Electroweb,Sewaddle,Electric,Special,52.25
Giga Drain,Sewaddle,Grass,Special,75.0
Iron Defense,Sewaddle,Steel,Status,0.0
Magic Coat,Sewaddle,Psychic,Status,0.0
Seed Bomb,Sewaddle,Grass,Physical,80.0
Signal Beam,Sewaddle,Bug,Special,75.0
Snore,Sewaddle,Normal,Special,50.0
Synthesis,Sewaddle,Grass,Status,0.0
Worry Seed,Sewaddle,Grass,Status,0.0
Calm Mind,Sewaddle,Psychic,Status,0.0
Toxic,Sewaddle,Poison,Status,0.0
Hidden Power,Sewaddle,Normal,Special,60.0
Sunny Day,Sewaddle,Fire,Status,0.0
Light Screen,Sewaddle,Psychic,Status,0.0
Protect,Sewaddle,Normal,Status,0.0
Safeguard,Sewaddle,Normal,Status,0.0
Frustration,Sewaddle,Normal,Physical,0.0
Solar Beam,Sewaddle,Grass,Special,200.0
Return,Sewaddle,Normal,Physical,0.0
Double Team,Sewaddle,Normal,Status,0.0
Facade,Sewaddle,Normal,Physical,70.0
Rest,Sewaddle,Psychic,Status,0.0
Attract,Sewaddle,Normal,Status,0.0
Round,Sewaddle,Normal,Special,60.0
Energy Ball,Sewaddle,Grass,Special,90.0
Payback,Sewaddle,Dark,Physical,50.0
Dream Eater,Sewaddle,Psychic,Special,100.0
Grass Knot,Sewaddle,Grass,Special,0.0
Swagger,Sewaddle,Normal,Status,0.0
Sleep Talk,Sewaddle,Normal,Status,0.0
Substitute,Sewaddle,Normal,Status,0.0
Nature Power,Sewaddle,Normal,Status,0.0
Confide,Sewaddle,Normal,Status,0.0
Flash,Sewaddle,Normal,Status,0.0
Secret Power,Sewaddle,Normal,Physical,70.0
Cut,Sewaddle,Normal,Physical,47.5
Bug Bite,Swadloon,Bug,Physical,60.0
Grass Whistle,Swadloon,Grass,Status,0.0
Protect,Swadloon,Normal,Status,0.0
Razor Leaf,Swadloon,Grass,Physical,52.25
String Shot,Swadloon,Bug,Status,0.0
Tackle,Swadloon,Normal,Physical,40.0
Agility,Swadloon,Psychic,Status,0.0
Air Slash,Swadloon,Flying,Special,71.25
Baton Pass,Swadloon,Normal,Status,0.0
Camouflage,Swadloon,Normal,Status,0.0
Me First,Swadloon,Normal,Status,0.0
Mind Reader,Swadloon,Normal,Status,0.0
Razor Wind,Swadloon,Normal,Special,80.0
Screech,Swadloon,Normal,Status,0.0
Silver Wind,Swadloon,Bug,Special,60.0
Bug Bite,Swadloon,Bug,Physical,60.0
Electroweb,Swadloon,Electric,Special,52.25
Giga Drain,Swadloon,Grass,Special,75.0
Iron Defense,Swadloon,Steel,Status,0.0
Magic Coat,Swadloon,Psychic,Status,0.0
Seed Bomb,Swadloon,Grass,Physical,80.0
Signal Beam,Swadloon,Bug,Special,75.0
Snore,Swadloon,Normal,Special,50.0
Synthesis,Swadloon,Grass,Status,0.0
Worry Seed,Swadloon,Grass,Status,0.0
Calm Mind,Swadloon,Psychic,Status,0.0
Toxic,Swadloon,Poison,Status,0.0
Hidden Power,Swadloon,Normal,Special,60.0
Sunny Day,Swadloon,Fire,Status,0.0
Light Screen,Swadloon,Psychic,Status,0.0
Protect,Swadloon,Normal,Status,0.0
Safeguard,Swadloon,Normal,Status,0.0
Frustration,Swadloon,Normal,Physical,0.0
Solar Beam,Swadloon,Grass,Special,200.0
Return,Swadloon,Normal,Physical,0.0
Double Team,Swadloon,Normal,Status,0.0
Facade,Swadloon,Normal,Physical,70.0
Rest,Swadloon,Psychic,Status,0.0
Attract,Swadloon,Normal,Status,0.0
Round,Swadloon,Normal,Special,60.0
Energy Ball,Swadloon,Grass,Special,90.0
Payback,Swadloon,Dark,Physical,50.0
Dream Eater,Swadloon,Psychic,Special,100.0
Grass Knot,Swadloon,Grass,Special,0.0
Swagger,Swadloon,Normal,Status,0.0
Sleep Talk,Swadloon,Normal,Status,0.0
Substitute,Swadloon,Normal,Status,0.0
Nature Power,Swadloon,Normal,Status,0.0
Confide,Swadloon,Normal,Status,0.0
Flash,Swadloon,Normal,Status,0.0
Secret Power,Swadloon,Normal,Physical,70.0
Cut,Swadloon,Normal,Physical,47.5
Bug Bite,Leavanny,Bug,Physical,60.0
False Swipe,Leavanny,Normal,Physical,40.0
Razor Leaf,Leavanny,Grass,Physical,52.25
Slash,Leavanny,Normal,Physical,70.0
String Shot,Leavanny,Bug,Status,0.0
Tackle,Leavanny,Normal,Physical,40.0
Bug Bite,Leavanny,Bug,Physical,60.0
Razor Leaf,Leavanny,Grass,Physical,52.25
Struggle Bug,Leavanny,Bug,Special,50.0
Fell Stinger,Leavanny,Bug,Physical,50.0
Helping Hand,Leavanny,Normal,Status,0.0
Leaf Blade,Leavanny,Grass,Physical,90.0
X-Scissor,Leavanny,Bug,Physical,80.0
Entrainment,Leavanny,Normal,Status,0.0
Swords Dance,Leavanny,Normal,Status,0.0
Leaf Storm,Leavanny,Grass,Special,117.0
Agility,Leavanny,Psychic,Status,0.0
Air Slash,Leavanny,Flying,Special,71.25
Baton Pass,Leavanny,Normal,Status,0.0
Camouflage,Leavanny,Normal,Status,0.0
Me First,Leavanny,Normal,Status,0.0
Mind Reader,Leavanny,Normal,Status,0.0
Razor Wind,Leavanny,Normal,Special,80.0
Screech,Leavanny,Normal,Status,0.0
Silver Wind,Leavanny,Bug,Special,60.0
Bug Bite,Leavanny,Bug,Physical,60.0
Electroweb,Leavanny,Electric,Special,52.25
Giga Drain,Leavanny,Grass,Special,75.0
Heal Bell,Leavanny,Normal,Status,0.0
Helping Hand,Leavanny,Normal,Status,0.0
Iron Defense,Leavanny,Steel,Status,0.0
Knock Off,Leavanny,Dark,Physical,65.0
Laser Focus,Leavanny,Normal,Status,0.0
Magic Coat,Leavanny,Psychic,Status,0.0
Seed Bomb,Leavanny,Grass,Physical,80.0
Signal Beam,Leavanny,Bug,Special,75.0
Snore,Leavanny,Normal,Special,50.0
Synthesis,Leavanny,Grass,Status,0.0
Throat Chop,Leavanny,Dark,Physical,80.0
Worry Seed,Leavanny,Grass,Status,0.0
Calm Mind,Leavanny,Psychic,Status,0.0
Toxic,Leavanny,Poison,Status,0.0
Hidden Power,Leavanny,Normal,Special,60.0
Sunny Day,Leavanny,Fire,Status,0.0
Hyper Beam,Leavanny,Normal,Special,135.0
Light Screen,Leavanny,Psychic,Status,0.0
Protect,Leavanny,Normal,Status,0.0
Safeguard,Leavanny,Normal,Status,0.0
Frustration,Leavanny,Normal,Physical,0.0
Solar Beam,Leavanny,Grass,Special,200.0
Return,Leavanny,Normal,Physical,0.0
Double Team,Leavanny,Normal,Status,0.0
Reflect,Leavanny,Psychic,Status,0.0
Aerial Ace,Leavanny,Flying,Physical,60.0
Facade,Leavanny,Normal,Physical,70.0
Rest,Leavanny,Psychic,Status,0.0
Attract,Leavanny,Normal,Status,0.0
Round,Leavanny,Normal,Special,60.0
Steel Wing,Leavanny,Steel,Physical,63.0
Energy Ball,Leavanny,Grass,Special,90.0
False Swipe,Leavanny,Normal,Physical,40.0
Shadow Claw,Leavanny,Ghost,Physical,70.0
Payback,Leavanny,Dark,Physical,50.0
Giga Impact,Leavanny,Normal,Physical,135.0
Swords Dance,Leavanny,Normal,Status,0.0
X-Scissor,Leavanny,Bug,Physical,80.0
Poison Jab,Leavanny,Poison,Physical,80.0
Dream Eater,Leavanny,Psychic,Special,100.0
Grass Knot,Leavanny,Grass,Special,0.0
Swagger,Leavanny,Normal,Status,0.0
Sleep Talk,Leavanny,Normal,Status,0.0
Substitute,Leavanny,Normal,Status,0.0
Nature Power,Leavanny,Normal,Status,0.0
Confide,Leavanny,Normal,Status,0.0
Flash,Leavanny,Normal,Status,0.0
Hone Claws,Leavanny,Dark,Status,0.0
Retaliate,Leavanny,Normal,Physical,70.0
Secret Power,Leavanny,Normal,Physical,70.0
Cut,Leavanny,Normal,Physical,47.5
Defense Curl,Venipede,Normal,Status,0.0
Rollout,Venipede,Rock,Physical,27.0
Poison Sting,Venipede,Poison,Physical,15.0
Screech,Venipede,Normal,Status,0.0
Pursuit,Venipede,Dark,Physical,40.0
Protect,Venipede,Normal,Status,0.0
Poison Tail,Venipede,Poison,Physical,50.0
Bug Bite,Venipede,Bug,Physical,60.0
Venoshock,Venipede,Poison,Special,65.0
Agility,Venipede,Psychic,Status,0.0
Steamroller,Venipede,Bug,Physical,65.0
Toxic,Venipede,Poison,Status,0.0
Venoshock,Venipede,Poison,Special,65.0
Rock Climb,Venipede,Normal,Physical,76.5
Double-Edge,Venipede,Normal,Physical,120.0
Pin Missile,Venipede,Bug,Physical,23.75
Rock Climb,Venipede,Normal,Physical,76.5
Spikes,Venipede,Ground,Status,0.0
Take Down,Venipede,Normal,Physical,76.5
Toxic Spikes,Venipede,Poison,Status,0.0
Twineedle,Venipede,Bug,Physical,25.0
Bug Bite,Venipede,Bug,Physical,60.0
Endeavor,Venipede,Normal,Physical,0.0
Iron Defense,Venipede,Steel,Status,0.0
Signal Beam,Venipede,Bug,Special,75.0
Snore,Venipede,Normal,Special,50.0
Toxic,Venipede,Poison,Status,0.0
Venoshock,Venipede,Poison,Special,65.0
Hidden Power,Venipede,Normal,Special,60.0
Sunny Day,Venipede,Fire,Status,0.0
Protect,Venipede,Normal,Status,0.0
Frustration,Venipede,Normal,Physical,0.0
Solar Beam,Venipede,Grass,Special,200.0
Return,Venipede,Normal,Physical,0.0
Double Team,Venipede,Normal,Status,0.0
Sludge Bomb,Venipede,Poison,Special,90.0
Facade,Venipede,Normal,Physical,70.0
Rest,Venipede,Psychic,Status,0.0
Attract,Venipede,Normal,Status,0.0
Round,Venipede,Normal,Special,60.0
Payback,Venipede,Dark,Physical,50.0
Gyro Ball,Venipede,Steel,Physical,0.0
Infestation,Venipede,Bug,Special,20.0
Poison Jab,Venipede,Poison,Physical,80.0
Swagger,Venipede,Normal,Status,0.0
Sleep Talk,Venipede,Normal,Status,0.0
Substitute,Venipede,Normal,Status,0.0
Confide,Venipede,Normal,Status,0.0
Rock Smash,Venipede,Fighting,Physical,40.0
Secret Power,Venipede,Normal,Physical,70.0
Struggle Bug,Venipede,Bug,Special,50.0
Defense Curl,Whirlipede,Normal,Status,0.0
Iron Defense,Whirlipede,Steel,Status,0.0
Poison Sting,Whirlipede,Poison,Physical,15.0
Rollout,Whirlipede,Rock,Physical,27.0
Screech,Whirlipede,Normal,Status,0.0
Poison Sting,Whirlipede,Poison,Physical,15.0
Screech,Whirlipede,Normal,Status,0.0
Pursuit,Whirlipede,Dark,Physical,40.0
Protect,Whirlipede,Normal,Status,0.0
Poison Tail,Whirlipede,Poison,Physical,50.0
Bug Bite,Whirlipede,Bug,Physical,60.0
Venoshock,Whirlipede,Poison,Special,65.0
Agility,Whirlipede,Psychic,Status,0.0
Steamroller,Whirlipede,Bug,Physical,65.0
Toxic,Whirlipede,Poison,Status,0.0
Venom Drench,Whirlipede,Poison,Status,0.0
Rock Climb,Whirlipede,Normal,Physical,76.5
Double-Edge,Whirlipede,Normal,Physical,120.0
Pin Missile,Whirlipede,Bug,Physical,23.75
Rock Climb,Whirlipede,Normal,Physical,76.5
Spikes,Whirlipede,Ground,Status,0.0
Take Down,Whirlipede,Normal,Physical,76.5
Toxic Spikes,Whirlipede,Poison,Status,0.0
Twineedle,Whirlipede,Bug,Physical,25.0
Bug Bite,Whirlipede,Bug,Physical,60.0
Endeavor,Whirlipede,Normal,Physical,0.0
Iron Defense,Whirlipede,Steel,Status,0.0
Signal Beam,Whirlipede,Bug,Special,75.0
Snore,Whirlipede,Normal,Special,50.0
Toxic,Whirlipede,Poison,Status,0.0
Venoshock,Whirlipede,Poison,Special,65.0
Hidden Power,Whirlipede,Normal,Special,60.0
Sunny Day,Whirlipede,Fire,Status,0.0
Protect,Whirlipede,Normal,Status,0.0
Frustration,Whirlipede,Normal,Physical,0.0
Solar Beam,Whirlipede,Grass,Special,200.0
Return,Whirlipede,Normal,Physical,0.0
Double Team,Whirlipede,Normal,Status,0.0
Sludge Bomb,Whirlipede,Poison,Special,90.0
Facade,Whirlipede,Normal,Physical,70.0
Rest,Whirlipede,Psychic,Status,0.0
Attract,Whirlipede,Normal,Status,0.0
Round,Whirlipede,Normal,Special,60.0
Payback,Whirlipede,Dark,Physical,50.0
Gyro Ball,Whirlipede,Steel,Physical,0.0
Infestation,Whirlipede,Bug,Special,20.0
Poison Jab,Whirlipede,Poison,Physical,80.0
Swagger,Whirlipede,Normal,Status,0.0
Sleep Talk,Whirlipede,Normal,Status,0.0
Substitute,Whirlipede,Normal,Status,0.0
Confide,Whirlipede,Normal,Status,0.0
Rock Smash,Whirlipede,Fighting,Physical,40.0
Secret Power,Whirlipede,Normal,Physical,70.0
Struggle Bug,Whirlipede,Bug,Special,50.0
Baton Pass,Scolipede,Normal,Status,0.0
Defense Curl,Scolipede,Normal,Status,0.0
Iron Defense,Scolipede,Steel,Status,0.0
Megahorn,Scolipede,Bug,Physical,102.0
Poison Sting,Scolipede,Poison,Physical,15.0
Rollout,Scolipede,Rock,Physical,27.0
Screech,Scolipede,Normal,Status,0.0
Poison Sting,Scolipede,Poison,Physical,15.0
Screech,Scolipede,Normal,Status,0.0
Pursuit,Scolipede,Dark,Physical,40.0
Protect,Scolipede,Normal,Status,0.0
Poison Tail,Scolipede,Poison,Physical,50.0
Bug Bite,Scolipede,Bug,Physical,60.0
Venoshock,Scolipede,Poison,Special,65.0
Agility,Scolipede,Psychic,Status,0.0
Steamroller,Scolipede,Bug,Physical,65.0
Toxic,Scolipede,Poison,Status,0.0
